node_id,in_degree,out_degree,clustering_coefficient,triangle_count,betweenness_centrality,closeness_centrality,eigenvector_centrality,mean_neighbor_degree,max_neighbor_degree,mean_neighbor_clustering,mean_neighbor_betweenness,mean_neighbor_closeness
1128314,0,3,0.3333333333333333,1,0.0006779390761298553,0.17937912338646522,0.0507472489246741,60.0,168,0.058347374515039185,0.07805635039428886,0.1844424775507442
1128453,0,4,0.8333333333333334,5,0.0005059965109521121,0.17950626247218568,0.055475753794415564,47.25,168,0.3582085828343313,0.05902127694407676,0.183138555268115
1128945,0,1,0.0,0,0.0,0.1792662619639649,0.04546385793087744,168.0,168,0.01140575990875392,0.23248831450559274,0.22276881556604902
1128959,0,2,0.0,0,0.00010610925157796256,0.17984618280509815,0.046594272310147955,88.0,168,0.13070287995437696,0.11640911080354256,0.19591824997527393
1128985,0,4,0.16666666666666666,1,0.0007002390060774327,0.17977525994729976,0.048658791786506624,47.0,168,0.08737524950099801,0.05848178735410823,0.17239474064002527
1129018,0,2,0.0,0,0.00019659884223546697,0.17984618280509815,0.046134610207978786,87.5,168,0.00570287995437696,0.11687535615638653,0.19459740869102005
1129027,0,2,1.0,1,0.0,0.17940736095016244,0.05235979408262921,92.5,168,0.05349699760143578,0.11714938221985878,0.2023336744365962
1129573,0,3,0.3333333333333333,1,0.00024131119857443613,0.1835094212118037,0.05316339579817033,67.33333333333333,168,0.10769802386568854,0.08311367710086125,0.19748998708331256
1129683,0,5,0.4,4,0.0039591245722197885,0.18294971674065444,0.059256858815568116,41.6,168,0.14666285723302125,0.05048875284334257,0.18391077223932215
1129778,0,4,0.5,3,0.00021273206080028682,0.17940736095016244,0.05637858542761437,47.5,168,0.19852243564818414,0.058674608407426374,0.183735536726212
1130847,0,3,1.0,3,0.0,0.17930856835052028,0.055241173403555,61.0,168,0.40784232400998865,0.07772883282646235,0.19414528930762823
1130856,0,2,1.0,1,0.0,0.17929446400313173,0.0514025504782543,90.0,168,0.11176348601498302,0.11659324923969354,0.2015636497861822
1131116,0,4,0.3333333333333333,2,0.0020321790348910643,0.1793650079376624,0.050529626123905616,44.5,168,0.4361847733105218,0.05829476648627013,0.17562251142986454
1131360,0,4,0.16666666666666666,1,0.0023544647059813542,0.17956282660089914,0.05229817026061628,47.75,168,0.06657693017326691,0.059044423624297765,0.1759536205922028
1131557,0,2,0.0,0,0.0009766126492381302,0.1793226749171437,0.045687299890508105,85.0,168,0.00570287995437696,0.11639557807717747,0.18643776704781917
1131752,0,2,1.0,1,0.0,0.17928036187445442,0.048859012923117166,85.0,168,0.505702879954377,0.11624415725279637,0.20102458872025172
1133196,0,2,0.0,0,0.0010153801325503004,0.17950626247218568,0.04575595717151732,85.5,168,0.00570287995437696,0.11659320615612308,0.18763283625936805
1133338,0,2,1.0,1,0.0,0.17940736095016244,0.05173704696068275,92.5,168,0.04982052701320049,0.11756422094992941,0.201527986082155
1136814,0,3,0.6666666666666666,2,1.2800168334595478e-06,0.17949212700778122,0.05653457796815186,64.66666666666667,168,0.0980284994902818,0.0790567235232869,0.1966145633366901
1137466,0,1,0.0,0,0.0,0.1792662619639649,0.04546385793087744,168.0,168,0.01140575990875392,0.23248831450559274,0.22276881556604902
1152421,0,4,0.3333333333333333,2,7.464749500942588e-05,0.17969022632020604,0.06282381322497745,54.75,168,0.069238617377793,0.06007220701735859,0.18643169778950208
1152508,0,1,0.0,0,0.0,0.1792662619639649,0.04546385793087744,168.0,168,0.01140575990875392,0.23248831450559274,0.22276881556604902
1153065,0,2,1.0,1,0.0,0.17940736095016244,0.05173704696068275,92.5,168,0.04982052701320049,0.11756422094992941,0.201527986082155
1153280,0,4,0.3333333333333333,2,7.464749500942588e-05,0.17969022632020604,0.06282381322497745,54.75,168,0.069238617377793,0.06007220701735859,0.18643169778950208
1153577,0,5,0.2,2,0.0006933197907086634,0.17959112203528316,0.05590059625673792,39.0,168,0.10816859786919668,0.0475001363935958,0.18008003140409978
1153853,0,4,0.16666666666666666,1,0.0009207927345184503,0.17963358191124704,0.05210216497280317,48.5,168,0.08163931876506728,0.0594789271094436,0.18019771547536342
1153943,0,5,0.2,2,0.005270937198526158,0.18628395888131855,0.06200119971036984,43.6,168,0.09054240905374954,0.05025102892857135,0.18658816153085386
1154176,0,2,0.0,0,6.983614517913351e-05,0.17935089471019072,0.04685931349908954,87.5,168,0.02951240376390077,0.11661474605567992,0.1946764680355939
1154459,0,4,0.3333333333333333,2,7.464749500942588e-05,0.17969022632020604,0.06282381322497745,54.75,168,0.069238617377793,0.06007220701735859,0.18643169778950208
116552,2,2,0.16666666666666666,1,0.0021551850389183863,0.18103173067046413,0.04698406004217658,45.5,168,0.12785143997718848,0.05873331188285409,0.17182173372101553
12576,19,4,0.12987012987012986,30,0.015028408547881312,0.20089639704493334,0.0871388479364585,17.136363636363637,168,0.35020738234936793,0.017664791278797973,0.17889497949333452
128540,1,4,0.5,3,0.0007604010510044441,0.1821310843685029,0.051592195281951914,47.5,168,0.2005787127044612,0.059360030809247406,0.18658606033905106
132806,3,2,0.3,3,0.002938201363427797,0.19570451797645863,0.057839470958093164,42.0,168,0.38811448531508413,0.05273247544442451,0.19677939450214188
135130,3,3,0.26666666666666666,4,0.0006431790685504117,0.18355375429793958,0.05574963651287964,35.333333333333336,168,0.35940456748839983,0.04156055990954735,0.18172680056698642
141342,7,1,0.17857142857142858,5,0.001815098978522469,0.18353897422270823,0.06508449875213565,26.875,168,0.19071143427430853,0.03154272345235438,0.17873190802723926
141347,1,2,0.6666666666666666,2,6.703714330365174e-05,0.17940736095016244,0.052188489422641336,61.333333333333336,168,0.16743828360594828,0.07755848158539523,0.18645742663494722
148170,2,1,0.3333333333333333,1,0.0002223183964351139,0.18246642017865944,0.049559827803842146,58.0,168,0.11491303108069574,0.0804917124301043,0.19287549279191082
15670,1,1,0.0,0,0.0006779390761298551,0.17929446400313173,0.04568443786025723,84.5,168,0.00570287995437696,0.11624415725279637,0.18638343781960695
1688,15,2,0.08823529411764706,12,0.002640127394266081,0.180287156598261,0.09027894196097642,13.411764705882353,168,0.4837878101703392,0.014233726833807298,0.1732023688381305
175291,1,5,0.06666666666666667,1,0.012475431153616521,0.18669592275139762,0.046678455565729825,33.333333333333336,168,0.10516893384100146,0.04167880507088382,0.1754675102300376
178727,1,1,0.0,0,0.0002496382182526867,0.17930856835052028,0.04597331978199183,85.5,168,0.00570287995437696,0.11625754952440828,0.18894039692463097
18582,0,3,0.3333333333333333,1,0.0005359379946578729,0.18041558658159043,0.051970012608411505,63.0,168,0.09067060683827151,0.08008897587512581,0.1932491338801883
190697,0,5,0.3,3,0.0008080866181021431,0.1800166261942674,0.055808678077172956,40.0,168,0.17743266713326594,0.048547221923500326,0.18039591139047773
190706,2,3,0.4,4,0.0016914333043649434,0.18157974355706313,0.05317410534864756,40.0,168,0.18106903076962957,0.04843733966578954,0.17641030379209516
1956,8,4,0.030303030303030304,2,0.02594770337235821,0.18566184905692057,0.04847505141229956,17.916666666666668,168,0.09142667046858662,0.021724506863275123,0.16358801844942547
197054,1,5,0.2,3,0.0026104957917674767,0.17997398506686252,0.0526783014843602,33.0,168,0.11683602491985724,0.03965600780622752,0.16902400020669275
198443,1,4,0.3,3,0.0033514174022307,0.1798178069479184,0.05068480598088772,37.4,168,0.25751924721984604,0.04758310822844413,0.17316954141410373
198653,5,2,0.14285714285714285,3,0.013214129628605442,0.19440260305942975,0.059475167724028256,33.142857142857146,168,0.0487968819574082,0.04561627817024844,0.1843248147570941
206371,1,3,1.0,3,0.0,0.17954868222700385,0.053767250717161576,59.666666666666664,168,0.26570668187434654,0.07799795636477845,0.19451673948124548
210871,13,5,0.10833333333333334,13,0.005160302909832098,0.1939064671094695,0.0918477470705072,17.625,168,0.15153598323121345,0.020940085403816686,0.1802213685762783
229635,0,3,0.3333333333333333,1,0.0002905679004661039,0.18271507181337182,0.05227571212572094,66.0,168,0.07090148706915174,0.0826020607608317,0.1936499857859548
231249,2,1,0.3333333333333333,1,0.0002733835136776987,0.17930856835052028,0.050600278431107294,58.0,168,0.1704685866362513,0.07749870937805073,0.18523572315111214
248425,4,2,0.2,3,0.001203464812217169,0.17963358191124704,0.0546848000691568,31.666666666666668,168,0.17055175363558595,0.03951120469809494,0.17421925284367223
249421,2,3,0.3,3,0.0027375064846785176,0.18023013527886564,0.046483590965623246,36.2,168,0.36228115198175076,0.04684709315779011,0.17094518200092132
254923,2,3,0.2,2,0.013845931833827953,0.19498464678116456,0.051768310157617715,44.2,168,0.2006768739068845,0.06001211538150495,0.1940113521987541
259701,1,1,1.0,1,0.0,0.1793226749171437,0.04967829379281076,86.5,168,0.15570287995437695,0.11706833334384575,0.20114460786461125
259702,2,3,0.4,4,1.2812363357922747e-05,0.17957697320348331,0.06533538433073871,40.6,168,0.27809142866159264,0.04841124751116639,0.1890415493096294
263279,1,4,0.1,1,0.017794245911054038,0.1998746510760973,0.05244361838542763,49.2,168,0.04553789523849404,0.0628060472393771,0.19634700500054852
263498,2,2,0.5,3,0.00044372622735312366,0.18144965139880703,0.05198926764151567,47.25,168,0.20285143997718846,0.06044940791030112,0.1808728042432004
265203,1,2,0.6666666666666666,2,0.00016636210352233107,0.1906944299231836,0.05534693736666926,68.33333333333333,168,0.0698117721863334,0.10104134422134581,0.2071412705591631
273152,1,4,0.6666666666666666,4,8.27411822311307e-06,0.17960527309682559,0.06428561542664024,53.25,168,0.1330309524936575,0.061076074297372024,0.19508193066346194
27510,4,2,0.2,3,0.0058174140861878935,0.1893007657895369,0.05039806338709479,31.333333333333332,168,0.3574565155403479,0.04071337232594196,0.18703769982978646
28290,6,2,0.2857142857142857,8,0.0013881801919195572,0.18448972245016704,0.05748992813776771,28.5,168,0.3769397892526635,0.03151315550772518,0.181210881105658
286500,0,3,0.0,0,0.004840685124545796,0.181710022390929,0.04628344758244942,59.666666666666664,168,0.11491303108069574,0.07958456383031204,0.1813129623526223
287787,10,2,0.21212121212121213,14,0.000698183973794354,0.18035848400631538,0.08546508584683236,17.666666666666668,168,0.5911019951439113,0.020020426665478788,0.1811034636000255
28851,3,1,0.16666666666666666,1,0.0008642462063947866,0.17993136413576047,0.05148353023426053,47.0,168,0.02666096378671229,0.06026391925396596,0.17916590617711442
289779,2,2,0.8333333333333334,5,0.0005059965109521121,0.17950626247218568,0.05543687351773751,47.0,168,0.40820858283433137,0.05893660281762296,0.1831350202885907
289780,3,4,0.5714285714285714,12,0.0008451935758918337,0.17954868222700385,0.0634894441049365,28.142857142857142,168,0.6182960609393459,0.03382256742733343,0.17738918653494964
289781,4,2,0.6,9,0.0008447612748297291,0.1795345400812708,0.059887499665332675,32.333333333333336,168,0.5776946107784431,0.03937540129690733,0.17703869756969912
307015,4,2,0.26666666666666666,4,0.0013546473454516322,0.17956282660089914,0.05876013821237085,33.666666666666664,168,0.45952063499577167,0.03978464017217232,0.1729234559096627
335733,1,2,0.6666666666666666,2,0.00032887471766976687,0.17933678370352585,0.05009495154887559,59.0,168,0.31491303108069574,0.07794769945572308,0.18417909260308077
33904,2,3,0.3,3,0.0006155078258930635,0.18657366954831903,0.05527658032604869,37.6,168,0.13180496150556031,0.04993555245490412,0.1852444664366893
33907,5,4,0.19444444444444445,7,0.002041728670001882,0.18678771784576037,0.06904146741343033,23.11111111111111,168,0.315072020461242,0.027877924018698756,0.1794441393391524
35061,12,3,0.13333333333333333,14,0.009223701936404226,0.1877725118108422,0.07477832559731368,17.733333333333334,168,0.23660694484047778,0.018133240115057913,0.17607217433499345
38205,11,3,0.06593406593406594,6,0.006691041022027371,0.1915920417644628,0.06651547235720526,18.928571428571427,168,0.13386040758352785,0.022367829937476266,0.17340727205528284
387795,1,4,0.5,3,0.0007604010510044441,0.1821310843685029,0.051592195281951914,47.5,168,0.2005787127044612,0.059360030809247406,0.18658606033905106
415693,1,3,0.5,3,8.279942905507953e-05,0.18281765486620258,0.060351953704715626,49.0,168,0.13769992482567334,0.06278996351394954,0.19618668062080288
41714,11,2,0.15151515151515152,10,0.003299148894531127,0.18030141756619314,0.07227351932494068,18.833333333333332,168,0.19142667046858663,0.02051606350435246,0.1737596764011097
427606,4,1,0.1,1,0.002947658032445917,0.1907582660366402,0.050012288486014085,36.8,168,0.04894781864841745,0.05187565648299062,0.18477528546500563
44368,1,3,0.3333333333333333,2,7.620653994292468e-05,0.17957697320348331,0.0575217881742045,50.0,168,0.08930420290053964,0.059032607388976435,0.18483356733604023
45599,0,2,1.0,1,0.0,0.18018739295429356,0.049483288194966675,86.5,168,0.15570287995437695,0.11771325793451026,0.20923666677125383
46079,2,1,0.3333333333333333,1,0.0006779390761298551,0.17954868222700385,0.0502544388045319,58.666666666666664,168,0.09904001520767987,0.07778080191049848,0.18471639735424905
46431,0,4,0.16666666666666666,1,0.008336602846180298,0.19407156414404544,0.047025055686484796,55.25,168,0.03648239235814086,0.07239676701811043,0.19499140418266553
486840,2,2,0.0,0,0.001520636369108081,0.17944973396880914,0.04658490501132193,44.5,168,0.00285143997718848,0.05831427948595082,0.17114377464904662
48766,2,3,0.2,2,0.002247218842359645,0.18475889769569698,0.05630081150378716,39.6,168,0.12894781864841748,0.04962501504556836,0.18983849962537233
503883,9,2,0.18181818181818182,10,0.0027355558245235017,0.1797043930047157,0.06696145866293347,19.636363636363637,168,0.23244184594211814,0.021657141609275784,0.1678819348276198
503893,3,2,0.3,3,0.0015108607657358458,0.17950626247218568,0.056991938444591994,36.8,168,0.3022811519817508,0.04698748108955215,0.18379052982491997
513189,4,3,0.4,6,0.0008159712517985876,0.1795204001631735,0.06350674848599742,34.166666666666664,168,0.28729841277354945,0.03975369125784515,0.17827363887703687
54129,14,1,0.12380952380952381,13,0.0069410463855308305,0.180030844393951,0.059087199087735,15.266666666666667,168,0.3027132459467789,0.01589145820065595,0.16223140227811933
54131,11,4,0.09523809523809523,10,0.00855780171279657,0.1828029930926148,0.07245889099506464,15.8,168,0.13262185585538877,0.016340401831908984,0.16896510555048644
56119,4,5,0.4444444444444444,16,0.0017002650910526334,0.1849687998759891,0.05973175956495563,26.333333333333332,168,0.3943649497541713,0.02806121011676227,0.1787752627097055
561238,0,2,1.0,1,0.0,0.17940736095016244,0.05235979408262921,92.5,168,0.05349699760143578,0.11714938221985878,0.2023336744365962
568857,2,5,0.23809523809523808,5,0.0011043153429547846,0.1798178069479184,0.060291590862078866,30.285714285714285,168,0.16256013020341506,0.034449707808871376,0.173781440938763
573964,3,2,0.6666666666666666,4,0.00013634327618099282,0.17935089471019072,0.05556031095766617,45.75,168,0.3445181066438551,0.0583287137884159,0.18388078452620096
573978,0,3,0.6666666666666666,2,8.717529688454211e-07,0.17946386275661866,0.05766841393097918,65.0,168,0.25237460332487666,0.07945851780408077,0.19541254636157687
574009,1,1,1.0,1,0.0,0.17928036187445442,0.048859012923117166,85.0,168,0.505702879954377,0.11624415725279637,0.20102458872025172
574264,2,1,0.3333333333333333,1,0.0019046288929665373,0.17959112203528316,0.049386662450952336,58.0,168,0.11491303108069574,0.07818619929216471,0.18608592234211027
574462,0,2,1.0,1,0.0,0.17940736095016244,0.05235979408262921,92.5,168,0.05349699760143578,0.11714938221985878,0.2023336744365962
575077,8,2,0.1111111111111111,5,0.002130855219993286,0.1820583483124452,0.06753232576966621,22.4,168,0.20840248075278014,0.024705263007630852,0.17495860929336773
575292,2,3,0.1,1,0.003174596624168064,0.1891122974256877,0.05107052525823703,36.8,168,0.0379954376960365,0.04758816456651827,0.18359503668616464
575331,0,2,0.0,0,0.0005636283604867873,0.17937912338646522,0.045965004863713896,86.0,168,0.25570287995437696,0.11624525620760161,0.18725720323179001
576725,1,2,0.6666666666666666,2,1.7747096233765845e-06,0.17943560740548012,0.055420119150604505,63.0,168,0.14432479578657811,0.07860258962997498,0.1941732783069762
576795,1,3,0.3333333333333333,2,0.0006793269900660856,0.17946386275661866,0.05300265006265417,43.75,168,0.25285143997718845,0.05859867952704566,0.18297803734614154
577227,1,1,1.0,1,0.0,0.17928036187445442,0.048859012923117166,85.0,168,0.505702879954377,0.11624415725279637,0.20102458872025172
578780,0,4,0.3333333333333333,2,0.0002409708449194357,0.18023013527886564,0.05578810757468303,51.5,168,0.07547048759623609,0.06205064516300095,0.18445359349473656
579008,5,3,0.17857142857142858,5,0.0035340376141038705,0.17976108208768246,0.05680464162269448,26.0,168,0.11590984697272122,0.029672507204079983,0.1677770880884486
592973,2,1,0.3333333333333333,1,0.00030556418391124255,0.1793650079376624,0.04701485335855136,59.0,168,0.2704685866362513,0.07750492705474846,0.1804093244508326
593091,1,5,0.3333333333333333,5,0.001077203029807591,0.17959112203528316,0.06247601040501067,33.666666666666664,168,0.24468418438566378,0.039504970004474574,0.17894855876645643
593105,0,4,0.0,0,0.0014792235789253128,0.1797469064641443,0.04765454899781795,47.25,168,0.025578712704461208,0.05904102383496006,0.17218879049879277
593240,2,4,0.0,0,0.004742184144108303,0.18020163814307957,0.047373414394999064,31.333333333333332,168,0.04634540442923677,0.03944851917031433,0.1662916914421694
593260,0,3,0.6666666666666666,2,8.752747052371226e-06,0.18023013527886564,0.05373063394216473,59.666666666666664,168,0.21491303108069573,0.07873175842468631,0.19933124456856036
593813,0,4,0.16666666666666666,1,0.0004371759351933316,0.17961942638863782,0.05231147874136809,47.5,168,0.0633673129930615,0.05885095500685931,0.18209826081528363
594047,2,2,0.16666666666666666,1,0.0005500889137740249,0.18107487455289273,0.0518356594465086,46.75,168,0.1240635611893097,0.05901436600643877,0.18051587589713564
594543,0,2,1.0,1,0.0,0.17957697320348331,0.04956973595240014,91.5,168,0.06760764185913887,0.11971468044556179,0.20139982998
594649,0,4,0.16666666666666666,1,0.003963162160429381,0.1859192920776357,0.050962433661170994,45.75,168,0.030629217754966256,0.060951583752641314,0.18614204730313627
594900,0,2,1.0,1,0.0,0.17928036187445442,0.048859012923117166,85.0,168,0.505702879954377,0.11624415725279637,0.20102458872025172
608326,2,2,0.5,3,0.006262614698116138,0.18396856504211573,0.05805825118069934,49.75,168,0.20594761916032417,0.06207351780954845,0.1891056297461878
634902,1,2,1.0,3,0.0,0.17930856835052028,0.055510496677244184,61.333333333333336,168,0.35228676845443313,0.077728863163379,0.1941499914965027
634904,1,2,1.0,3,0.0,0.17930856835052028,0.055510496677244184,61.333333333333336,168,0.35228676845443313,0.077728863163379,0.1941499914965027
634938,1,2,1.0,3,0.0,0.17930856835052028,0.055241173403555,61.0,168,0.4078423240099887,0.07772883282646235,0.19414528930762823
634975,0,4,0.8333333333333334,5,9.101074991674792e-08,0.1793226749171437,0.05911722591218333,46.5,168,0.5558817430074915,0.05829662461984677,0.19043610906835123
640617,1,2,0.6666666666666666,2,4.714642245251742e-07,0.17942148306610622,0.05689980880440845,63.333333333333336,168,0.1689979984009572,0.07810385893435849,0.1947481073588919
646809,3,3,0.26666666666666666,4,0.0022623915751015656,0.17995977584650352,0.05269976509705326,33.0,168,0.18141033949417182,0.03968643840232346,0.16843843733024697
646837,0,2,1.0,1,0.0,0.17933678370352585,0.049424122539077985,86.5,168,0.15570287995437695,0.11699958763566429,0.20113753901911735
647408,0,3,0.3333333333333333,1,0.0004265360726339802,0.17983199375714506,0.049996319020207326,62.333333333333336,168,0.06938633555400023,0.0787561699945981,0.189778761484782
647447,1,4,0.4,4,0.0009280167593220301,0.1798887633866162,0.0576062986720048,40.2,168,0.16678331648391528,0.04753548393610313,0.17791096622490496
66556,5,3,0.2857142857142857,8,0.0005224997588764768,0.18042986787554924,0.07176953095637183,28.75,168,0.15583456686067643,0.030994112599553907,0.17979925607238684
66563,2,4,0.2,3,0.0024838333372735333,0.1809024222914138,0.05663152165495551,33.833333333333336,168,0.06539302347685581,0.04049658837144406,0.1757003612220157
66805,2,2,0.0,0,0.008304694101071793,0.18487878342702682,0.04623557498752926,46.5,168,0.018877081002829504,0.06197103501944254,0.1825216483175175
69284,2,5,0.2857142857142857,6,0.0008540912259027022,0.1812044296742041,0.0654492143755911,30.428571428571427,168,0.32116084321589283,0.03423536505455097,0.18107533020439753
69296,1,4,0.5,3,0.0006514633628399051,0.17957697320348331,0.05404434222138362,45.0,168,0.3242800114057599,0.058335769651107254,0.1834417916168606
694759,0,2,1.0,1,0.0,0.17940736095016244,0.05173704696068275,92.5,168,0.04982052701320049,0.11756422094992941,0.201527986082155
735303,1,2,0.3333333333333333,1,0.0006779390761298553,0.17946386275661866,0.04954514728767785,58.666666666666664,168,0.083166999334664,0.0791453838722646,0.18425806111013965
78511,3,4,0.23809523809523808,5,0.004947837111201037,0.1798887633866162,0.05529077572853662,28.571428571428573,168,0.38870422420465195,0.033997005631336376,0.17097896468732587
787016,1,3,0.6666666666666666,4,3.185376247086177e-07,0.17933678370352585,0.057744897896018575,45.25,168,0.43618477331052175,0.05836037519663529,0.19027599329900796
801170,0,5,0.8,8,0.0005060647690145496,0.1795204001631735,0.059327974341202294,38.6,168,0.45323353293413177,0.04731822085745183,0.18241209670892916
81722,0,2,0.0,0,9.740898040671909e-05,0.17935089471019072,0.0467277872841272,86.0,168,0.00570287995437696,0.11638776506616415,0.19291279038806827
82098,1,2,0.3333333333333333,1,0.012777942915544366,0.20207185468721753,0.047207108742512265,79.0,168,0.06208183449949917,0.11993486901450563,0.20989110192566215
84021,7,5,0.12727272727272726,7,0.004127423742583139,0.18663477612968263,0.07702169467857996,21.09090909090909,168,0.20109325188717672,0.02376305302001728,0.1782891961251734
85352,16,1,0.09558823529411764,13,0.0018104499341248309,0.18189853330714337,0.09924151614685083,13.529411764705882,168,0.4331639242523357,0.014276518214969494,0.1766612689931165
86359,4,3,0.14285714285714285,3,0.00271807817094766,0.18264186865960044,0.05079276673306663,26.142857142857142,168,0.3159151085583934,0.0334273129543942,0.17344061675682876
8865,7,1,0.17857142857142858,5,0.0024984347344918084,0.180287156598261,0.056657312317715265,25.375,168,0.26771359877647305,0.02978697296886394,0.17154577270893578
887,27,3,0.05517241379310345,24,0.06791763998749702,0.21601312745183981,0.09140594357270748,14.466666666666667,168,0.24228224419312833,0.015214747984567399,0.19023826908221306
97645,2,1,1.0,3,0.0,0.17942148306610622,0.05460272774249325,61.0,168,0.17972784589551058,0.07853574873513407,0.19638255181569753
98698,1,3,1.0,3,0.0,0.17977525994729976,0.0590078720503263,67.33333333333333,168,0.07257662352689688,0.08083421953906691,0.19784521050362916
1109017,0,1,0.0,0,0.0,0.13481017984810822,0.0005475872038477083,4.0,4,0.0,0.0014377903440903447,0.15801528740879126
40,3,1,0.0,0,0.0014377903440903447,0.15801528740879126,0.007880715612741599,4.5,8,0.08630952380952381,0.00162203813965339,0.16540341550688267
1114442,0,5,0.0,0,0.0025178685411727047,0.16223277728625007,0.0007938267741549594,8.4,33,0.005681818181818182,0.006233476140516893,0.15442746771047283
1103315,0,5,0.2,2,0.0007192088239305908,0.18249563818028933,0.0045788531009399915,28.4,78,0.10805368073660757,0.019247576937229026,0.19030563140959125
114,42,0,0.019744483159117306,17,0.014085146666525715,0.18915937932546173,0.011287561742099174,4.9523809523809526,14,0.27617607260464405,0.0012765155743331951,0.17596009936916948
1105394,0,2,1.0,1,0.0,0.15685181123532987,0.0008464391197943417,22.0,42,0.5098722415795587,0.007042573333262857,0.1730055952803958
1106112,0,3,0.0,0,0.0028625870288844562,0.15989972086087784,0.0008016837417991428,16.333333333333332,42,0.06213704994192799,0.005846096023246591,0.16139913251893004
1106172,0,4,0.16666666666666666,1,0.004119660375320922,0.18071596930720793,0.002012731116369405,21.75,42,0.10014061387733691,0.015345242294164394,0.1829097127642565
1106406,0,4,0.16666666666666666,1,0.00020347484685227335,0.18040130754822425,0.004253478851264637,33.0,78,0.12474964060329914,0.02279370334402762,0.1865496216466129
1107455,0,4,0.5,3,6.762454669630852e-05,0.18027289788609727,0.004512290630528037,33.75,78,0.1684004342540928,0.023580604010742846,0.19247352724268926
1111052,0,4,0.5,3,7.707115834305417e-05,0.18063004365415752,0.004711986830340446,35.5,78,0.12143073728439582,0.024097497779236924,0.1932633792256735
1114125,0,2,1.0,1,0.0,0.16102935505982435,0.0012078436796235227,25.0,42,0.11701509872241579,0.007744664879192812,0.1875014393925235
